ENCELADUS	EUROPA	metabolism	Substrate	KEGG Module	pathway	protein family 	protein id	reaction	family gene	gene	marker gene	KEGG ID	COG ID	GO ID 	GenBank 	KEGG genome	Uniprot	NCBI protein
yes	no	Dissimilatory iron reduction	NA	0	Electron Transport and Reduction Complexes	Outer Membrane Cytochromes	0	Multiheme cytochromes involved in electron transport to extracellular Fe__	decaheme c-type cytochrome, OmcA/MtrC family	omcA	yes	NA	NA	NA	NA	EGC82_06255	A0A3G8LS90	AZG72411
yes	no	Dissimilatory iron reduction	NA	0	Electron Transport and Reduction Complexes	Outer Membrane Cytochromes	0	Multiheme cytochromes involved in electron transport to extracellular Fe__	C-type polyheme cytochrome OmcC	omcB	no	NA	NA	NA	NA	A2G06_03965	NA	ANA39660
yes	no	Dissimilatory iron reduction	NA	0	Electron Transport and Reduction Complexes	Outer Membrane Cytochromes	0	Multiheme cytochromes involved in electron transport to extracellular Fe__ 	decaheme cytochrome c MtrA	mtrA	yes	NA	NA	NA	NA	ALSL_2253	A0A2Z6E8P3	BBD80879
yes	no	Dissimilatory iron reduction	NA	0	Electron Transport and Reduction Complexes	Outer Membrane Cytochromes	0	Multiheme cytochromes involved in electron transport to extracellular Fe__ 	MtrB/PioB family decaheme-associated outer membrane protein	mtrB	yes	NA	NA	NA	NA	FKV23_08000	A0A514BRP4	QDH70046
yes	no	Dissimilatory iron reduction	NA	0	Electron Transport and Reduction Complexes	Outer Membrane Cytochromes	0	Multiheme cytochromes involved in electron transport to extracellular Fe__ 	OmcA/MtrC family decaheme c-type cytochrome	mtrC	yes	NA	NA	NA	NA	KNV97_10130	A0A975UB48	QXO18598
yes	no	Dissimilatory iron reduction	NA	0	Electron Transport and Reduction Complexes	C-Type Cytochromes	0	Transfer electrons across the periplasmic space to outer membrane proteins 	NapC/NirT family cytochrome c CymA	cymA	yes	NA	NA	NA	NA	MKD32_19700	NA	UML93605
yes	no	Dissimilatory iron reduction	NA	0	Electron Transport and Reduction Complexes	C-Type Cytochromes	0	Transfer electrons across the periplasmic space to outer membrane proteins 	cytochrome c	cyc1	no	K08738	COG3474	NA	NA	T30231:1739	A0A8B8UU75	NA
yes	no	Dissimilatory iron reduction	NA	0	Electron Transport and Reduction Complexes	C-Type Cytochromes	0	Transfer electrons across the periplasmic space to outer membrane proteins 	cytochrome c	cyc2	no	K20150	NA	NA	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Electron Transport and Reduction Complexes	Periplasmic Cytochrome	0	Electron transfer between inner membrane cytochromes and outer membrane complexes.	cytochrome c	ppcA	no	NA	NA	NA	NA	GSU0612	AAR33943	G5EBD6
yes	no	Dissimilatory iron reduction	NA	0	Electron Transport and Reduction Complexes	Membrane-bound Hydrogenase	EC:1.12.7.2	Oxidizes molecular hydrogen, providing electrons for the reduction of iron and other terminal electron acceptors	membrane-bound hydrogenase subunit alpha	mbhL/hyaA	yes	K18016	NA	008901	NA	A2SS23	A0A2X3K4L1	NA
yes	no	Dissimilatory iron reduction	NA	0	Electron Transport and Reduction Complexes	Membrane-bound Hydrogenase	EC:1.12.7.2	Oxidizes molecular hydrogen, providing electrons for the reduction of iron and other terminal electron acceptors	membrane-bound hydrogenase subunit beta	mbhK/hyaB	yes	K18017	NA	008901	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Electron Transport and Reduction Complexes	Membrane-bound Hydrogenase	EC:1.12.7.2	Oxidizes molecular hydrogen, providing electrons for the reduction of iron and other terminal electron acceptors	 membrane-bound hydrogenase subunit mbhJ 	mbhJ	no	K18023	NA	008901	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Electron Transport and Reduction Complexes	Membrane-bound Hydrogenase	0	Oxidizes molecular hydrogen, providing electrons for the reduction of iron and other terminal electron acceptors		hyd	no	NA	NA	NA	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Electron Transport and Reduction Complexes	Membrane-bound Hydrogenase	EC:1.12.7.2	Oxidizes molecular hydrogen, providing electrons for the reduction of iron and other terminal electron acceptors		hox	no	NA	NA	NA	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Electron Donor Utilization	NADH Dehydrogenase (Complex I)	EC 7.1.1.2	e transfer from NADH to the quinone pool, linking carbon metabolism to electron transport. Aerobic bacteria	NADH-quinone oxidoreductase subunit A	nuoA	no	K00330	COG0838	0008137	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Electron Donor Utilization	NADH Dehydrogenase (Complex I)	EC 7.1.1.2	e transfer from NADH to the quinone pool, linking carbon metabolism to electron transport. Aerobic bacteria	NADH-quinone oxidoreductase subunit B	nuoB	no	K00331	COG0377	0008137	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Electron Donor Utilization	NADH Dehydrogenase (Complex I)	EC 7.1.1.2	e transfer from NADH to the quinone pool, linking carbon metabolism to electron transport. Aerobic bacteria	NADH-quinone oxidoreductase subunit C	nuoC	no	K00332	COG0852	0008137	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Electron Donor Utilization	NADH Dehydrogenase (Complex I)	EC 7.1.1.2	e transfer from NADH to the quinone pool, linking carbon metabolism to electron transport. Aerobic bacteria	NADH-quinone oxidoreductase subunit D	nuoD	no	K00333	COG0649	0008137	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Electron Donor Utilization	NADH Dehydrogenase (Complex I)	EC 7.1.1.2	e transfer from NADH to the quinone pool, linking carbon metabolism to electron transport. Aerobic bacteria	NADH-quinone oxidoreductase subunit E	nuoE	no	K00334	COG1905	0008137	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Electron Donor Utilization	NADH Dehydrogenase (Complex I)	EC 7.1.1.2	e transfer from NADH to the quinone pool, linking carbon metabolism to electron transport. Aerobic bacteria	NADH-quinone oxidoreductase subunit F	nuoF	no	K00335	COG1894	0008137	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Electron Donor Utilization	NADH Dehydrogenase (Complex I)	EC 7.1.1.2	e transfer from NADH to the quinone pool, linking carbon metabolism to electron transport. Aerobic bacteria	NADH-quinone oxidoreductase subunit G	nuoG	no	K00336	COG1034	0008137	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Electron Donor Utilization	NADH Dehydrogenase (Complex I)	EC 7.1.1.2	e transfer from NADH to the quinone pool, linking carbon metabolism to electron transport. Aerobic bacteria	NADH-quinone oxidoreductase subunit H	nuoH	no	K00337	COG1005	0008137	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Electron Donor Utilization	NADH Dehydrogenase (Complex I)	EC 7.1.1.2	e transfer from NADH to the quinone pool, linking carbon metabolism to electron transport. Aerobic bacteria	NADH-quinone oxidoreductase subunit I	nuoI	no	K00338	COG1143	0008137	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Electron Donor Utilization	NADH Dehydrogenase (Complex I)	EC 7.1.1.2	e transfer from NADH to the quinone pool, linking carbon metabolism to electron transport. Aerobic bacteria	NADH-quinone oxidoreductase subunit J	nuoJ	no	K00339	COG0839	0008137	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Electron Donor Utilization	NADH Dehydrogenase (Complex I)	EC 7.1.1.2	e transfer from NADH to the quinone pool, linking carbon metabolism to electron transport. Aerobic bacteria	NADH-quinone oxidoreductase subunit K	nuoK	no	K00340	COG0713	0008137	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Electron Donor Utilization	NADH Dehydrogenase (Complex I)	EC 7.1.1.2	e transfer from NADH to the quinone pool, linking carbon metabolism to electron transport. Aerobic bacteria	NADH-quinone oxidoreductase subunit L	nuoL	no	K00341	COG1009	0008137	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Electron Donor Utilization	NADH Dehydrogenase (Complex I)	EC 7.1.1.2	e transfer from NADH to the quinone pool, linking carbon metabolism to electron transport. Aerobic bacteria	NADH-quinone oxidoreductase subunit M	nuoM	no	K00342	COG1008	0008137	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Electron Donor Utilization	NADH Dehydrogenase (Complex I)	EC 7.1.1.2	e transfer from NADH to the quinone pool, linking carbon metabolism to electron transport. Aerobic bacteria	NADH-quinone oxidoreductase subunit N	nuoN	no	K00343	COG1007	0008137	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	M00009, M00011, M00148	Electron Donor Utilization	Succinate Dehydrogenase (Complex II)	EC:1.3.5.1	Oxidizes succinate to fumarate, feeding electrons into the electron transport chain.	succinate dehydrogenase (ubiquinone) flavoprotein subunit 	sdhA	no	K00234	COG1053	0008177	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	M00009, M00011, M00148	Electron Donor Utilization	Succinate Dehydrogenase (Complex II)	EC:1.3.5.1	Oxidizes succinate to fumarate, feeding electrons into the electron transport chain.	succinate dehydrogenase (ubiquinone) iron-sulfur subunit 	sdhB	no	K00235	COG0479	0008177	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	M00009, M00011, M00148	Electron Donor Utilization	Succinate Dehydrogenase (Complex II)	EC:1.3.5.1	Oxidizes succinate to fumarate, feeding electrons into the electron transport chain.	succinate dehydrogenase (ubiquinone) cytochrome b560 subunit	sdhC	no	K00236	COG2009	NA	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	M00009, M00011, M00148	Electron Donor Utilization	Succinate Dehydrogenase (Complex II)	EC:1.3.5.1	Oxidizes succinate to fumarate, feeding electrons into the electron transport chain.	succinate dehydrogenase (ubiquinone) membrane anchor subunit	sdhD	no	K00237	COG2142	NA	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Electron Shuttles and Mediators	Flavin-Based Electron Shuttles	0	 Flavins (e.g., riboflavin, flavin mononucleotide) can act as electron carriers, transferring electrons from cytochromes to iron oxides		bfe	no				NA			
yes	no	Dissimilatory iron reduction	NA	0	Electron Shuttles and Mediators	Flavin-Based Electron Shuttles	EC:1.16.3.1	 Flavins (e.g., riboflavin, flavin mononucleotide) can act as electron carriers, transferring electrons from cytochromes to iron oxides		bfr	no	K03594	COG2193	0004322	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Electron Shuttles and Mediators	Flavin-Based Electron Shuttles	0	 Flavins (e.g., riboflavin, flavin mononucleotide) can act as electron carriers, transferring electrons from cytochromes to iron oxides		flr	no				NA			
yes	no	Dissimilatory iron reduction	NA	0	Nanowires (Pili Structures)	Pili Structures	0	Pili (Geobacter)	type IV pilus assembly protein PilA	pilA	no	K02650	COG2165	NA	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Supporting Enzymes and Electron Flow Regulation	quinone-interacting cytochrome complexes	EC:1.97.-.-	Mediate electron transfer between inner membrane quinones and outer membrane cytochromes	menaquinone reductase, multiheme cytochrome c subunit	qrcA	no	K23300	NA	NA	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Supporting Enzymes and Electron Flow Regulation	quinone-interacting cytochrome complexes	EC:1.97.-.-	Mediate electron transfer between inner membrane quinones and outer membrane cytochromes	menaquinone reductase, molybdopterin-binding-like subunit	qrcB	no	K23302	COG0243	NA	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Supporting Enzymes and Electron Flow Regulation	quinone-interacting cytochrome complexes	EC:1.97.-.-	Mediate electron transfer between inner membrane quinones and outer membrane cytochromes	menaquinone reductase, iron-sulfur cluster-binding subunit	qrcC	no	K23301	COG0437	NA	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Supporting Enzymes and Electron Flow Regulation	quinone-interacting cytochrome complexes	EC:1.97.-.-	Mediate electron transfer between inner membrane quinones and outer membrane cytochromes	menaquinone reductase, integral membrane subunit	qrcD	no	K23303	COG5557	NA	NA	NA	NA	NA
yes	no	Dissimilatory iron reduction	NA	0	Supporting Enzymes and Electron Flow Regulation	Ferredoxin	0	 Transfer electrons from various metabolic reactions to components of the electron transport chain		fdx	no	K04755	COG0633	NA	NA	NA	NA	NA
yes	yes	NO3-dependent Iron Oxidation 	NA	M00529, M00530	NO3-dependent Iron Oxidation 	Nap-type Nitrate Reductase (napEDABC)	EC:1.9.6.1	nitrate => nitrite (low affinity)	nitrate reductase (cytochrome) 	napA	yes	K02567	NA	NA	NA	NA	NA	NA
yes	yes	NO3-dependent Iron Oxidation 	NA	M00529, M00530	NO3-dependent Iron Oxidation 	Nap-type Nitrate Reductase (napEDABC)	0	nitrate => nitrite (low affinity)	nitrate reductase (cytochrome), electron transfer subunit	napB	no	K02568	COG3043	NA	NA	NA	NA	NA
yes	yes	NO3-dependent Iron Oxidation 	NA	M00529, M00530	NO3-dependent Iron Oxidation 	Nap-type Nitrate Reductase (napEDABC)	0	nitrate => nitrite (low affinity)	cytochrome c-type protein NapC	napC	no	K02569	COG3005	NA	NA	NA	NA	NA
yes	yes	NO3-dependent Iron Oxidation 	NA	M00529, M00530	NO3-dependent Iron Oxidation 	Nap-type Nitrate Reductase (napEDABC)	0	nitrate => nitrite (low affinity)	periplasmic nitrate reductase	napD	no	K02570	COG3062	NA	NA	NA	NA	NA
yes	yes	NO3-dependent Iron Oxidation 	NA	M00529, M00531	NO3-dependent Iron Oxidation 	Nap-type Nitrate Reductase (napEDABC)	0	nitrate => nitrite (low affinity)	periplasmic nitrate reductase	napE	no	K02571	NA	NA	NA	NA	NA	NA
yes	yes	NO3-dependent Iron Oxidation 	NA	M00529, M00530	NO3-dependent Iron Oxidation 	Nap-type Nitrate Reductase ? (napG)	0	nitrate => nitrite (low affinity)	ferredoxin-type protein	napG	no	K02573	COG1145	0008940	NA	NA	NA	NA
yes	yes	NO3-dependent Iron Oxidation 	NA	"M00529, M00530, 
M00804"	NO3-dependent Iron Oxidation 	Nar-type nitrate reductase (narGHJI)	EC:1.7.5.1	nitrate => nitrite (high affinity)	nitrate reductase alpha subunit	narG	yes	K00370	COG5013	0008940	NA	NA	NA	NA
yes	yes	NO3-dependent Iron Oxidation 	NA	"M00529, M00530, 
M00804"	NO3-dependent Iron Oxidation 	Nar-type nitrate reductase (narGHJI)	EC:1.7.5.1	nitrate => nitrite (high affinity)	nitrate reductase beta subunit	narH	yes	K00371	COG1140	0008940	NA	NA	NA	NA
yes	yes	NO3-dependent Iron Oxidation 	NA	"M00529, M00530, 
M00804"	NO3-dependent Iron Oxidation 	Nar-type nitrate reductase (narGHJI)	EC:1.7.5.1	nitrate => nitrite (high affinity)	nitrate reductase gamma subunit	narI	yes	K00374	COG2181	0008940	NA	NA	NA	NA
yes	yes	NO3-dependent Iron Oxidation 	NA	"M00529, M00530, 
M00804"	NO3-dependent Iron Oxidation 	Nar-type nitrate reductase (narGHJI)	EC:1.7.5.1	nitrate => nitrite (high affinity)	nitrate reductase molybdenum cofactor assembly chaperone	narJ	no	K00373	COG2180	NA	NA	NA	NA	NA
yes	yes	NO3-dependent Iron Oxidation 	NA	M00529 , M00973	NO3-dependent Iron Oxidation 	Nitrite Reductase 	EC:1.7.2.1	nitrite => nitric oxide	nitrite reductase (NO-forming)	nirS	yes	K15864	COG2010	0050421	NA	NA	NA	NA
yes	yes	NO3-dependent Iron Oxidation 	NA	M00529 , M00973	NO3-dependent Iron Oxidation 	Nitrite Reductase 	EC:1.7.2.1	nitrite => nitric oxide	nitrite reductase (NO-forming)	nirK	no	K00368	NA	0016666	NA	NA	NA	NA
yes	yes	NO3-dependent Iron Oxidation 	NA	M00530	NO3-dependent Iron Oxidation 	Cytochrome c Nitrite Reductase	EC:1.7.2.2	reduces nitrite further, potentially leading to the production of ammonia.	nitrite reductase (cytochrome c-552)	nrfA	yes	K03385	COG3303	0042279	NA	NA	NA	NA
yes	yes	NO3-dependent Iron Oxidation 	NA	0	NO3-dependent Iron Oxidation 	Cytochrome c Nitrite Reductase	EC:1.7.2.2	reduces nitrite further, potentially leading to the production of ammonia.	cytochrome c-type protein NrfB	nrfB	no	K04013	NA	NA	NA	NA	NA	NA
yes	yes	NO3-dependent Iron Oxidation 	NA	0	NO3-dependent Iron Oxidation 	C-Type Cytochromes	0	Transfer electrons across the periplasmic space to outer membrane proteins 	cytochrome c	cyc2	yes	K20150	NA	NA	NA	NA	NA	NA
yes	yes	NO3-dependent Iron Oxidation 	NA	0	NO3-dependent Iron Oxidation 	C-Type Cytochromes	0	Transfer electrons across the periplasmic space to outer membrane proteins 	NapC/NirT family cytochrome c CymA	cymA	yes	NA	NA	NA	NA	MKD32_19700	NA	UML93605
yes	yes	sulfate reduction	Dissimilatory Sulfate Reduction	M00616 	sulfate uptake	ABC-type sulfate transporters	0	sulfate permease complex	sul	sulP	no	K03321	COG0659	NA	NA	NA	NA	NA
yes	yes	sulfate reduction	Dissimilatory Sulfate Reduction	M00616 	sulfate uptake	ABC-type sulfate transporters	0	"sulfate permease complex; Sulfate/thiosulfate transport system substrate-binding protein"	cys	cysP	no	K02048	COG4150	NA	NA	NA	NA	NA
yes	yes	sulfate reduction	Dissimilatory Sulfate Reduction	M00616 	sulfate uptake	ABC-type sulfate transporters	0	sulfate permease complex	cys	cysT	no	K02046	COG0555	NA	NA	NA	NA	NA
yes	yes	sulfate reduction	Dissimilatory Sulfate Reduction	M00616 	sulfate uptake	ABC-type sulfate transporters	0	sulfate permease complex	cys	cysW	no	K02047	COG4208	NA	NA	NA	NA	NA
yes	yes	sulfate reduction	Sulfate Reduction		sulfate activation	sulfate adenylyltransferase	EC:2.7.7.4	sulfate => APS (activation)=> sulfite (reduction) 	sat	sat	yes	K00958	COG2046	0004781	NA	NA	NA	NA
yes	yes	sulfate reduction	Dissimilatory Sulfate Reduction	M00596	sulfate activation	APS reductase	EC:1.8.99.2	sulfate => APS (activation)=> sulfite (reduction) 	aprAB	aprA	yes	K00394	NA	0009973	NA	NA	NA	NA
yes	yes	sulfate reduction	Dissimilatory Sulfate Reduction	M00596	sulfate activation	APS reductase	EC:1.8.99.2	sulfate => APS (activation)=> sulfite (reduction) 	aprAB	aprB	yes	K00395	NA	0009973	NA	NA	NA	NA
yes	yes	sulfate reduction	Dissimilatory Sulfate Reduction	M00596	sulfate reduction 	Dissimilatory sulfite reductase	EC:1.8.1.22	sulfite (SO___) => sulfide (H_S	dsrAB	dsrA	yes	K11180	COG2221	0018551	NA	NA	NA	NA
yes	yes	sulfate reduction	Dissimilatory Sulfate Reduction	M00596	sulfate reduction 	Dissimilatory sulfite reductase	EC:1.8.1.22	sulfite (SO___) => sulfide (H_S	dsrAB	dsrB	yes	K11181	COG2221	0018551	NA	NA	NA	NA
yes	yes	sulfate reduction	 Sulfate Reduction	0	Electron Transfer in Sulfate Reduction:	quinone-interacting membrane-bound oxidoreductase (Qmo complex)	0	electron transfer to APS reductase during the reduction of APS to sulfite.	qmoABC	qmoA	yes	K16885	COG1148	NA	NA	NA	NA	NA
yes	yes	sulfate reduction	 Sulfate Reduction	0	Electron Transfer in Sulfate Reduction:	quinone-interacting membrane-bound oxidoreductase ((Qmo complex))	0	electron transfer to APS reductase during the reduction of APS to sulfite.	qmoABC	qmoB	yes	K16886	COG1148	NA	NA	NA	NA	NA
yes	yes	sulfate reduction	 Sulfate Reduction	0	Electron Transfer in Sulfate Reduction:	quinone-interacting membrane-bound oxidoreductase ((Qmo complex))	0	electron transfer to APS reductase during the reduction of APS to sulfite.	qmoABC	qmoC	yes	K16887	COG1147	NA	NA	NA	NA	NA
yes	yes	sulfate reduction	 Sulfate Reduction	M00596	Electron Transfer in Sulfate Reduction:	Dsr complex [DsrC]-trisulfide reductase subunit M	EC:1.8.5.10	electron transport to the dissimilatory sulfite reductase complex for sulfite reduction.	 dsrMKJOP	dsrM	no	K27187	COG2181	NA	NA	NA	NA	NA
yes	yes	sulfate reduction	 Sulfate Reduction	M00596	Electron Transfer in Sulfate Reduction:	Dsr complex [DsrC]-trisulfide reductase subunit K	EC:1.8.5.10	electron transport to the dissimilatory sulfite reductase complex for sulfite reduction.	 dsrMKJOP	dsrK	no	K27188	COG0247	NA	NA	NA	NA	NA
yes	yes	sulfate reduction	 Sulfate Reduction	M00596	Electron Transfer in Sulfate Reduction:	Dsr complex	0	electron transport to the dissimilatory sulfite reductase complex for sulfite reduction.	 dsrMKJOP	dsrJ	no	K27189	NA	NA	NA	NA	NA	NA
yes	yes	sulfate reduction	 Sulfate Reduction	M00596	Electron Transfer in Sulfate Reduction:	Dsr complex		electron transport to the dissimilatory sulfite reductase complex for sulfite reduction.	 dsrMKJOP	dsrO	no	K27190	COG0437	NA	NA	NA	NA	NA
yes	yes	sulfate reduction	 Sulfate Reduction	M00596	Electron Transfer in Sulfate Reduction:	Dsr complex		electron transport to the dissimilatory sulfite reductase complex for sulfite reduction.	 dsrMKJOP	dsrP	no	K27191	COG5557	NA	NA	NA	NA	NA
yes	yes	sulfate reduction	 Sulfate Reduction		Electron Transfer in Sulfate Reduction:	dissimilatory sulfite reductase related protein		transferring electrons to sulfite during sulfite reduction.	dsrC	dsrC	no	K23077	COG2920	NA	NA	NA	NA	NA
yes	yes	sulfate reduction	 Sulfate Reduction	M00356, M00357, M00563, M00567 	E conservation 	heterodisulfide reductase-like proteins	EC:1.8.7.3	nergy conservation in some sulfate reducers	hdrABC	hdrA	yes	K22480	COG1148	NA	NA	NA	NA	NA
yes	yes	sulfate reduction	 Sulfate Reduction	M00356, M00357, M00563, M00567 	E conservation 	heterodisulfide reductase-like proteins		nergy conservation in some sulfate reducers	hdrABC	hdrB	no	K22481	COG2048	NA	NA	NA	NA	NA
yes	yes	sulfate reduction	 Sulfate Reduction	M00356, M00357, M00563, M00567 	E conservation 	heterodisulfide reductase-like proteins		nergy conservation in some sulfate reducers	hdrABC	hdrC	no	K22482	COG1150	NA	NA	NA	NA	NA
yes	yes	sulfate reduction	Assimilatory Sulfate Reduction	M00176 	APS Reduction to Sulfite	Phosphoadenosine phosphosulfate (PAPS) reductase 	EC 1.8.4.8	Reduces PAPS to sulfite	cysH	cysH 	no	K00390	COG0175	0004604	NA	NA	NA	NA
yes	yes	sulfate reduction	Assimilatory Sulfate Reduction	M00176 	Sulfite Reduction to Sulfide	Assimilatory  sulfite reductase (NADPH) flavoprotein alpha-component 	EC 1.8.1.2	sulfite => sulfide (incorporated into organic molecules, such as cysteine)	cysJI	cysJ	no	K00380	COG0369	0004783	NA	NA	NA	NA
yes	yes	sulfate reduction	Assimilatory Sulfate Reduction	M00176 	Sulfite Reduction to Sulfide	Assimilatory sulfite reductase (NADPH) hemoprotein beta-component	EC 1.8.1.3	sulfite => sulfide (incorporated into organic molecules, such as cysteine)	cysJI	cysI	no	K00381	COG0155	0004783	NA	NA	NA	NA
no	yes	ammonia-oxidazing			Ammonia Oxidation to Hydroxylamine	Ammonia Monooxygenase (AMO)  subunit A	EC:1.14.99.39	ammonia => hydroxylamine (NH_OH)	amoABC	amoA	yes	K10944	NA	NA	NA	NA	NA	NA
no	yes	ammonia-oxidazing			Ammonia Oxidation to Hydroxylamine	Ammonia Monooxygenase (AMO) subunit B	EC:1.14.99.39	ammonia => hydroxylamine (NH_OH)	amoABC	amoB	yes	K10945	NA	NA	NA	NA	NA	NA
no	yes	ammonia-oxidazing			Ammonia Oxidation to Hydroxylamine	Ammonia Monooxygenase (AMO) subunit C	EC:1.14.99.39	ammonia => hydroxylamine (NH_OH)	amoABC	amoC	yes	K10946	NA	NA	NA	NA	NA	NA
no	yes	ammonia-oxidazing		M00528, M00804	Oxidation of Hydroxylamine to Nitrite	Hydroxylamine Oxidoreductase (HAO)	EC:1.7.2.6	hydroxylamine => nitrite, transferring electrons to the electron transport chain.	hap	hao	yes	K10535	NA	0047991	NA	NA	NA	NA
no	yes	ammonia-oxidazing		M00153	e transport	cytochrome bd ubiquinol oxidase subunit II	EC:7.1.1.7	e transfer to chain	cydAB	cydA	no	K00425	COG1271	NA	NA	NA	NA	NA
no	yes	ammonia-oxidazing		M00153	e transport	cytochrome bd ubiquinol oxidase subunit I	EC:7.1.1.7	e transfer to chain	cydAB	cydB	no	K00426	COG1294	NA	NA	NA	NA	NA
no	yes	ammonia-oxidazing		M00529, M00973	Supporting Genes	nitrate reductase NirS - cytochrome cd1 type	EC:1.7.2.1	nitrite => nitric oxide (NO)	nirS	nirS	no	K15864	COG2010	0050421	NA	NA	NA	NA
no	yes	ammonia-oxidazing		M00529, M00973	Supporting Genes	nitrate reductase NirK - copper-containing	EC:1.7.2.2	nitrite => nitric oxide (NO)	nirK	nirK	no	K00368	NA	0016666	NA	NA	NA	NA
no	yes	ammonia-oxidazing		M00978	Ammonia assimilation	Glutamine synthetase	EC:6.3.1.2	Converts glutamate and ammonia to glutamine	glnA	glnA	no	K01915	COG0174	0004356	NA	NA	NA	NA
no	yes	ammonia-oxidazing		0	Ammonia assimilation	Glutamate synthase	EC:1.4.1.13 	Converts glutamine and _-ketoglutarate to glutamate	gltB,	gltB,	no	K00265	COG0067, COG0069, COG0070	0004355	NA	NA	NA	NA
no	yes	ammonia-oxidazing		0	Ammonia assimilation	Glutamate synthase	EC:1.4.1.13 	Converts glutamine and _-ketoglutarate to glutamate	gltD	gltD	no	K00266	COG0493	0004355	NA	NA	NA	NA
no	yes	ammonia-oxidazing		0	Ammonia assimilation	Glutamate dehydrogenase	EC:1.4.1.4	Converts _-ketoglutarate and ammonia to glutamate	gdhA	gdhA	no	K00262	COG0334	0004354	NA	NA	NA	NA
no	yes	ammonia-oxidazing		M00051,M00978	Biosynthesis	Carbamoyl-phosphate synthetase	EC:6.3.5.5	Converts ammonia and bicarbonate to carbamoyl-phosphate	carA	carA	no	K01956	COG0505	0004088	NA	NA	NA	NA
no	yes	ammonia-oxidazing		M00051,M00978	Biosynthesis	Carbamoyl-phosphate synthetase	EC:6.3.5.5	Converts ammonia and bicarbonate to carbamoyl-phosphate	carB	carB	no	K01955	COG0458	0004088	NA	NA	NA	NA
no	yes	ammonia-oxidazing		0	Ammonia release	urease subunit gamma	EC:3.5.1.5	Hydrolyzes urea to produce ammonia	ureABC	ureA	no	K01430	COG0831	0009039	NA	NA	NA	NA
no	yes	ammonia-oxidazing		0	Ammonia release	Urease subunit beta	EC:3.5.1.5	Hydrolyzes urea to produce ammonia	ureABC	ureB	no	K01429	COG0832	0009039	NA	NA	NA	NA
no	yes	ammonia-oxidazing		0	Ammonia release	Urease subunit alpha	EC:3.5.1.5	Hydrolyzes urea to produce ammonia	ureABC	ureC	no	K01428	COG0804	0009039	NA	NA	NA	NA
no	yes	ammonia-oxidazing		0	Ammonia release	Urease accessory protein	0	Hydrolyzes urea to produce ammonia	ureDEFGH	ureD	no	K03190	NA	NA	NA	NA	NA	NA
no	yes	ammonia-oxidazing		0	Ammonia release	Urease accessory protein	0	Hydrolyzes urea to produce ammonia	ureDEFGH	ureE	no	K03187	COG2371	NA	NA	NA	NA	NA
no	yes	ammonia-oxidazing		0	Ammonia release	Urease accessory protein	0	Hydrolyzes urea to produce ammonia	ureDEFGH	ureF	no	K03188	COG0830	NA	NA	NA	NA	NA
no	yes	ammonia-oxidazing		0	Ammonia release	Urease accessory protein	0	Hydrolyzes urea to produce ammonia	ureDEFGH	ureG	no	K03189	COG0378	NA	NA	NA	NA	NA
yes	yes	geophotosyntesis		M00163	photosystem II	PSB	EC:1.97.1.12		photosystem I P700 chlorophyll a apoprotein A1	psbA	no	K02689	NA	NA	NA	NA	NA	NA
yes	yes	geophotosyntesis		M00163	photosystem II	PSB	EC:1.97.1.12		photosystem I P700 chlorophyll a apoprotein A2	psbB	no	K02690	NA	NA	NA	NA	NA	NA
yes	yes	geophotosyntesis		M00163	photosystem II	PSB	EC:1.97.1.12		photosystem I iron-sulfur center	psbC	no	K02691	NA	NA	NA	NA	NA	NA
